Product Name,Product URL,Brand,Sale Price,Mrp,Discount Percentage,Number Of Ratings,Number Of Reviews,Upc,Star Rating,Ram
"SAMSUNG Galaxy M01 (Black, 32 GB)",https://www.flipkart.com/samsung-galaxy-m01-black-32-gb/p/itm068396ac0c4a3?pid=MOBFRZZHV9KS2XGR,SAMSUNG,7944,7944,0,17414,1306,MOBFRZZHV9KS2XGR,4.2,3 GB
"SAMSUNG Galaxy A31 (Prism Crush Black, 128 GB)",https://www.flipkart.com/samsung-galaxy-a31-prism-crush-black-128-gb/p/itm629da21d10cba?pid=MOBFRZZHWPX3YG2J,SAMSUNG,16999,23999,29,8427,792,MOBFRZZHWPX3YG2J,4.3,6 GB
"SAMSUNG Galaxy M01 (Red, 32 GB)",https://www.flipkart.com/samsung-galaxy-m01-red-32-gb/p/itma9bd73ea34a0a?pid=MOBFRZZHYYH7KBGZ,SAMSUNG,7999,8245,2,17414,1306,MOBFRZZHYYH7KBGZ,4.2,3 GB
"SAMSUNG Galaxy M11 (Metallic Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-m11-metallic-blue-64-gb/p/itm1a7c4dfe52d9c?pid=MOBFRZZHZGSRRWUZ,SAMSUNG,11245,11490,2,6449,526,MOBFRZZHZGSRRWUZ,4.3,4 GB
"SAMSUNG Galaxy M11 (Violet, 64 GB)",https://www.flipkart.com/samsung-galaxy-m11-violet-64-gb/p/itmb748a6ba4c6d9?pid=MOBFRZZHZTY3GHCY,SAMSUNG,11290,11490,1,6442,526,MOBFRZZHZTY3GHCY,4.3,4 GB
"Panasonic ELUGA I6 (Black, 16 GB)",https://www.flipkart.com/panasonic-eluga-i6-black-16-gb/p/itm876e1eeb85ac1?pid=MOBFS3GJ5CR7PVEW,Panasonic,5001,5001,0,8417,871,MOBFS3GJ5CR7PVEW,3.7,2 GB
"Panasonic Eluga I8 (Charcoal Black, 32 GB)",https://www.flipkart.com/panasonic-eluga-i8-charcoal-black-32-gb/p/itm83187d4b25e5f?pid=MOBFS3KXGFGYUZPE,Panasonic,6999,6999,0,1980,232,MOBFS3KXGFGYUZPE,3.9,3 GB
"SAMSUNG Galaxy A51 (Prism Crush Blue, 128 GB)",https://www.flipkart.com/samsung-galaxy-a51-prism-crush-blue-128-gb/p/itm821baad86fbc5?pid=MOBFS72HDJXVHAYP,SAMSUNG,22499,29999,25,3214,310,MOBFS72HDJXVHAYP,4.3,8 GB
"SAMSUNG Galaxy A51 (Prism Crush Black, 128 GB)",https://www.flipkart.com/samsung-galaxy-a51-prism-crush-black-128-gb/p/itmabb4d1b812551?pid=MOBFS72HZ9A2FNZP,SAMSUNG,22499,29999,25,3214,310,MOBFS72HZ9A2FNZP,4.3,8 GB
"ViVO Y50 (Pearl White, 128 GB)",https://www.flipkart.com/vivo-y50-pearl-white-128-gb/p/itmd0dcc06ffbe06?pid=MOBFSCFZBKFSWGMB,ViVO,16490,19990,17,16854,1236,MOBFSCFZBKFSWGMB,4.4,8 GB
"OPPO A12 (Blue, 64 GB)",https://www.flipkart.com/oppo-a12-blue-64-gb/p/itmfc859cdf39e01?pid=MOBFSDDJJEN7YZXJ,OPPO,8990,11990,25,13473,669,MOBFSDDJJEN7YZXJ,4.4,4 GB
"OPPO A12 (Black, 32 GB)",https://www.flipkart.com/oppo-a12-black-32-gb/p/itmfc859cdf39e01?pid=MOBFSDDJSMYQY6RS,OPPO,7990,10990,27,28404,2080,MOBFSDDJSMYQY6RS,4.3,3 GB
"OPPO A12 (Blue, 32 GB)",https://www.flipkart.com/oppo-a12-blue-32-gb/p/itmfc859cdf39e01?pid=MOBFSDDJUUE7MQGG,OPPO,7990,10990,27,28404,2080,MOBFSDDJUUE7MQGG,4.3,3 GB
"I Kall K220 (Blue, 16 GB)",https://www.flipkart.com/kall-k220-blue-16-gb/p/itm22559e3430cde?pid=MOBFSEQ7BXHCTPQE,IKall,4549,4999,9,760,59,MOBFSEQ7BXHCTPQE,3.2,2 GB
"SAMSUNG Galaxy M21 (Raven Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-m21-raven-black-64-gb/p/itm771ab543df368?pid=MOBFSF867ET7DDMZ,SAMSUNG,14499,15999,9,6190,471,MOBFSF867ET7DDMZ,4.3,4 GB
"SAMSUNG Galaxy M21 (Midnight Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-m21-midnight-blue-64-gb/p/itm322eb5a51f9a2?pid=MOBFSF86NH2HVZAW,SAMSUNG,14499,14499,0,6190,471,MOBFSF86NH2HVZAW,4.3,4 GB
"SAMSUNG Galaxy A21s (Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-a21s-black-64-gb/p/itm32c75908268b4?pid=MOBFSFMJ7F9YHGGC,SAMSUNG,14999,19999,25,6363,600,MOBFSFMJ7F9YHGGC,4.2,6 GB
"SAMSUNG Galaxy A21s (White, 64 GB)",https://www.flipkart.com/samsung-galaxy-a21s-white-64-gb/p/itmcdf5214511a42?pid=MOBFSFMJFZDCCQZT,SAMSUNG,15480,15480,0,6363,600,MOBFSFMJFZDCCQZT,4.2,6 GB
"SAMSUNG Galaxy A21s (Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-a21s-blue-64-gb/p/itm08a6ca5d92b9d?pid=MOBFSFMJHFVHCQ2X,SAMSUNG,14840,14840,0,6363,600,MOBFSFMJHFVHCQ2X,4.2,6 GB
"SAMSUNG Galaxy A21s (Blue, 64 GB)",https://www.flipkart.com/samsung-galaxy-a21s-blue-64-gb/p/itm2da4d839feeaf?pid=MOBFSFMJJBTXPTRR,SAMSUNG,12999,17999,27,17266,1633,MOBFSFMJJBTXPTRR,4.2,4 GB
"SAMSUNG Galaxy A21s (White, 64 GB)",https://www.flipkart.com/samsung-galaxy-a21s-white-64-gb/p/itm7c9ebb90b5080?pid=MOBFSFMJKQPBWJFB,SAMSUNG,12999,17999,27,17266,1633,MOBFSFMJKQPBWJFB,4.2,4 GB
"SAMSUNG Galaxy A21s (Black, 64 GB)",https://www.flipkart.com/samsung-galaxy-a21s-black-64-gb/p/itme5f657d8935df?pid=MOBFSFMJZVFVNDAG,SAMSUNG,16500,16500,0,17266,1633,MOBFSFMJZVFVNDAG,4.2,4 GB
"I Kall K201 (Green, 16 GB)",https://www.flipkart.com/kall-k201-green-16-gb/p/itmf2e3f5dfede99?pid=MOBFSH3ZGRUAQHSY,IKall,4849,4849,0,1341,122,MOBFSH3ZGRUAQHSY,3.2,2 GB
"I Kall K201 (Dark Blue, 16 GB)",https://www.flipkart.com/kall-k201-dark-blue-16-gb/p/itmf2e3f5dfede99?pid=MOBFSH3ZNYHAMEQQ,IKall,4849,5299,8,1341,122,MOBFSH3ZNYHAMEQQ,3.2,2 GB
"Celkon Diamond U (Blue & Black, 16 GB)",https://www.flipkart.com/celkon-diamond-u-blue-black-16-gb/p/itmf994734005c02?pid=MOBFSHEWUNWB7YJK,Celkon,6495,6495,0,74,13,MOBFSHEWUNWB7YJK,3.6,2 GB
"SAMSUNG Galaxy M30S (Black, 128 GB)",https://www.flipkart.com/samsung-galaxy-m30s-black-128-gb/p/itm91339c429de64?pid=MOBFSHFB6MXGJNH6,SAMSUNG,16999,18442,7,4071,348,MOBFSHFB6MXGJNH6,4.3,4 GB
"I Kall K210 (Pink, 16 GB)",https://www.flipkart.com/kall-k210-pink-16-gb/p/itmfb23823eb346c?pid=MOBFSNF2GXR2RFK9,IKall,4299,4699,8,1229,136,MOBFSNF2GXR2RFK9,2.9,2 GB
"I Kall K210 (Blue, 16 GB)",https://www.flipkart.com/kall-k210-blue-16-gb/p/itmfb23823eb346c?pid=MOBFSNGC7MUHAGMM,IKall,4299,4699,8,1229,136,MOBFSNGC7MUHAGMM,2.9,2 GB
"OPPO A52 (Twilight Black, 128 GB)",https://www.flipkart.com/oppo-a52-twilight-black-128-gb/p/itmcc156b0eb6e2a?pid=MOBFSNH9KDJFYZZK,OPPO,16499,16499,0,3750,292,MOBFSNH9KDJFYZZK,4.3,6 GB
"OPPO A52 (Stream White, 128 GB)",https://www.flipkart.com/oppo-a52-stream-white-128-gb/p/itmcc156b0eb6e2a?pid=MOBFSNH9P4MWKNB2,OPPO,16990,19990,15,3750,292,MOBFSNH9P4MWKNB2,4.3,6 GB
"realme X3 (Glacier Blue, 128 GB)",https://www.flipkart.com/realme-x3-glacier-blue-128-gb/p/itm325a6e0c17b0a?pid=MOBFSS3QABH9YKVE,realme,25999,27999,7,14428,1710,MOBFSS3QABH9YKVE,4.4,8 GB
"realme X3 SuperZoom (Glacier Blue, 256 GB)",https://www.flipkart.com/realme-x3-superzoom-glacier-blue-256-gb/p/itm7e4d21f06e37e?pid=MOBFSS3QNJTYBWCW,realme,29999,34999,14,2033,255,MOBFSS3QNJTYBWCW,4.3,12 GB
"realme X3 SuperZoom (Arctic White, 256 GB)",https://www.flipkart.com/realme-x3-superzoom-arctic-white-256-gb/p/itm7e4d21f06e37e?pid=MOBFSS3QVJQSCW4R,realme,29999,34999,14,2033,255,MOBFSS3QVJQSCW4R,4.3,12 GB
"realme X3 (Arctic White, 128 GB)",https://www.flipkart.com/realme-x3-arctic-white-128-gb/p/itm325a6e0c17b0a?pid=MOBFSS3QVKCSJY9P,realme,25999,27999,7,14428,1710,MOBFSS3QVKCSJY9P,4.4,8 GB
"realme X3 SuperZoom (Arctic White, 128 GB)",https://www.flipkart.com/realme-x3-superzoom-arctic-white-128-gb/p/itm7e4d21f06e37e?pid=MOBFSS3QZ3SAHJPS,realme,24999,29999,16,7236,801,MOBFSS3QZ3SAHJPS,4.4,8 GB
"Redmi 8A Dual (Sea Blue, 64 GB)",https://www.flipkart.com/redmi-8a-dual-sea-blue-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAEMHSGYYZC,Redmi,8990,8990,0,13127,877,MOBFSWAEMHSGYYZC,4.2,3 GB
"Redmi 8A Dual (Sky White, 64 GB)",https://www.flipkart.com/redmi-8a-dual-sky-white-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAG5MRQMEXM,Redmi,8561,8610,0,13127,877,MOBFSWAG5MRQMEXM,4.2,3 GB
"Redmi 8A Dual (Midnight Grey, 64 GB)",https://www.flipkart.com/redmi-8a-dual-midnight-grey-64-gb/p/itmf5568beb3c3a5?pid=MOBFSWAGSEZK2KUA,Redmi,8670,9333,7,13116,874,MOBFSWAGSEZK2KUA,4.2,3 GB
"LG W30 Pro (Midnight Purple, 64 GB)",https://www.flipkart.com/lg-w30-pro-midnight-purple-64-gb/p/itmbc2338f84092f?pid=MOBFSZZAG5RAPY6H,LG,10210,14450,29,239,31,MOBFSZZAG5RAPY6H,3.8,4 GB
"ViVO Y30 (Emerald Black, 128 GB)",https://www.flipkart.com/vivo-y30-emerald-black-128-gb/p/itm1791342f24d04?pid=MOBFT26AKM7GCQ5C,ViVO,12990,18990,31,9643,609,MOBFT26AKM7GCQ5C,4.3,4 GB
"POCO M2 Pro (Green and Greener, 64 GB)",https://www.flipkart.com/poco-m2-pro-green-greener-64-gb/p/itm795e36b373b6f?pid=MOBFT7MK3Q89BGWR,POCO,13999,17999,22,252717,25349,MOBFT7MK3Q89BGWR,4.4,6 GB
"POCO M2 Pro (Green and Greener, 128 GB)",https://www.flipkart.com/poco-m2-pro-green-greener-128-gb/p/itm0790688fdea0e?pid=MOBFT7MKBN2PUCWA,POCO,14999,19999,25,252376,25323,MOBFT7MKBN2PUCWA,4.4,6 GB
"POCO M2 Pro (Two Shades of Black, 64 GB)",https://www.flipkart.com/poco-m2-pro-two-shades-black-64-gb/p/itmaf67e90291adf?pid=MOBFT7MKC9DMG2PU,POCO,13999,17999,22,252716,25349,MOBFT7MKC9DMG2PU,4.4,6 GB
"POCO M2 Pro (Out of the Blue, 128 GB)",https://www.flipkart.com/poco-m2-pro-out-blue-128-gb/p/itm151565feac420?pid=MOBFT7MKCGTQTBBU,POCO,14999,19999,25,252717,25349,MOBFT7MKCGTQTBBU,4.4,6 GB
"POCO M2 Pro (Two Shades of Black, 64 GB)",https://www.flipkart.com/poco-m2-pro-two-shades-black-64-gb/p/itm4407b569c65a0?pid=MOBFT7MKEZUJWFFZ,POCO,12999,16999,23,183236,18640,MOBFT7MKEZUJWFFZ,4.4,4 GB
"POCO M2 Pro (Two Shades of Black, 128 GB)",https://www.flipkart.com/poco-m2-pro-two-shades-black-128-gb/p/itm4ce7da562a7bb?pid=MOBFT7MKJXZPFPMS,POCO,14999,19999,25,252376,25323,MOBFT7MKJXZPFPMS,4.4,6 GB
"POCO M2 Pro (Out of the Blue, 64 GB)",https://www.flipkart.com/poco-m2-pro-out-blue-64-gb/p/itmca92df4f824d5?pid=MOBFT7MKV4EZTNRS,POCO,13999,17999,22,252717,25349,MOBFT7MKV4EZTNRS,4.4,6 GB
"MOTOROLA G9 Power (Electric Violet, 64 GB)",https://www.flipkart.com/motorola-g9-power-electric-violet-64-gb/p/itma226347832eac?pid=MOBFT8M8BJUYZGGC,Motorola,11999,15999,25,21683,2210,MOBFT8M8BJUYZGGC,4.1,4 GB
"MOTOROLA G9 Power (Metallic Sage, 64 GB)",https://www.flipkart.com/motorola-g9-power-metallic-sage-64-gb/p/itm442fe68247c48?pid=MOBFT8M8CNRK8K7G,Motorola,11999,15999,25,21683,2210,MOBFT8M8CNRK8K7G,4.1,4 GB
"realme C11 (Rich Grey, 32 GB)",https://www.flipkart.com/realme-c11-rich-grey-32-gb/p/itm831d19fd9cdc4?pid=MOBFTAYBBVKFEGTZ,realme,6999,8999,22,417287,27700,MOBFTAYBBVKFEGTZ,4.4,2 GB
"realme C11 (Rich Green, 32 GB)",https://www.flipkart.com/realme-c11-rich-green-32-gb/p/itm831d19fd9cdc4?pid=MOBFTAYBSAMB6X4F,realme,6999,8999,22,417287,27700,MOBFTAYBSAMB6X4F,4.4,2 GB
"realme 6i (Lunar White, 64 GB)",https://www.flipkart.com/realme-6i-lunar-white-64-gb/p/itm0201cc97a2f61?pid=MOBFTAYNHTWGSWJ9,realme,12999,14999,13,58973,6281,MOBFTAYNHTWGSWJ9,4.4,4 GB
"realme 5 Pro (Chroma White, 128 GB)",https://www.flipkart.com/realme-5-pro-chroma-white-128-gb/p/itmfj9twdugyvg77?pid=MOBFTAZ5C3WF3PKC,realme,16999,16999,0,79720,7826,MOBFTAZ5C3WF3PKC,4.5,8 GB
"realme 6 (Comet Blue, 64 GB)",https://www.flipkart.com/realme-6-comet-blue-64-gb/p/itma64226eb3e2d2?pid=MOBFTAZ5CXWPRYKW,realme,12999,12999,0,175956,16552,MOBFTAZ5CXWPRYKW,4.4,6 GB
"realme 6 (Comet White, 64 GB)",https://www.flipkart.com/realme-6-comet-white-64-gb/p/itma64226eb3e2d2?pid=MOBFTAZ5DSJYBFWU,realme,14999,17999,16,175853,16539,MOBFTAZ5DSJYBFWU,4.4,6 GB
"Tecno Spark 5 (ICE JADEITE, 32 MB)",https://www.flipkart.com/tecno-spark-5-ice-jadeite-32-mb/p/itm1d0625f4de58b?pid=MOBFTEE6KZMH4KDG,Tecno,9499,9499,0,41,4,MOBFTEE6KZMH4KDG,4.2,2 GB
"REDMI Note 9 Pro Max (Aurora Blue, 64 GB)",https://www.flipkart.com/redmi-note-9-pro-max-aurora-blue-64-gb/p/itmfda9b577e6466?pid=MOBFTFETGANGQSKB,Redmi,16667,16667,0,27793,2241,MOBFTFETGANGQSKB,4.4,6 GB
"ViVO X50 (Glaze Black, 256 GB)",https://www.flipkart.com/vivo-x50-glaze-black-256-gb/p/itmf5442a3d4f599?pid=MOBFTGKREYWHKUK5,ViVO,37990,44990,15,1767,214,MOBFTGKREYWHKUK5,4.4,8 GB
"ViVO X50 (Glaze Black, 128 GB)",https://www.flipkart.com/vivo-x50-glaze-black-128-gb/p/itmf5442a3d4f599?pid=MOBFTGKRGBGHNMVB,ViVO,34990,39990,12,1767,214,MOBFTGKRGBGHNMVB,4.4,8 GB
"ViVO X50 Pro (Alpha Grey, 256 GB)",https://www.flipkart.com/vivo-x50-pro-alpha-grey-256-gb/p/itmdf8a4496a52e7?pid=MOBFTGKRGHTZZPPQ,ViVO,49990,54990,9,1920,299,MOBFTGKRGHTZZPPQ,4.5,8 GB
"ViVO X50 (Frost Blue, 128 GB)",https://www.flipkart.com/vivo-x50-frost-blue-128-gb/p/itmf5442a3d4f599?pid=MOBFTGKRJYTHHTKM,ViVO,34990,39990,12,1767,214,MOBFTGKRJYTHHTKM,4.4,8 GB
"ViVO X50 (Frost Blue, 256 GB)",https://www.flipkart.com/vivo-x50-frost-blue-256-gb/p/itmf5442a3d4f599?pid=MOBFTGKRP3A7CF6R,ViVO,37990,44990,15,1767,214,MOBFTGKRP3A7CF6R,4.4,8 GB
"Redmi Note 9 Pro (Glacier White, 128 GB)",https://www.flipkart.com/redmi-note-9-pro-glacier-white-128-gb/p/itm7651b521a521f?pid=MOBFTGMCRZV8A6EK,Redmi,19999,19999,0,1370,80,MOBFTGMCRZV8A6EK,4.4,6 GB
"Infinix Smart 4 Plus (Midnight Black, 32 GB)",https://www.flipkart.com/infinix-smart-4-plus-midnight-black-32-gb/p/itmd387f45cb474a?pid=MOBFTGWBCSZ3QGJW,Infinix,7999,9999,20,145974,12582,MOBFTGWBCSZ3QGJW,4.4,3 GB
"Infinix Smart 4 Plus (Ocean Wave, 32 GB)",https://www.flipkart.com/infinix-smart-4-plus-ocean-wave-32-gb/p/itmd387f45cb474a?pid=MOBFTGWBPGDPZYGH,Infinix,7999,9999,20,145974,12582,MOBFTGWBPGDPZYGH,4.4,3 GB
"Infinix Smart 4 Plus (Violet, 32 GB)",https://www.flipkart.com/infinix-smart-4-plus-violet-32-gb/p/itmd387f45cb474a?pid=MOBFTGWBY7CAEUHG,Infinix,7999,9999,20,145974,12582,MOBFTGWBY7CAEUHG,4.4,3 GB
"ASUS ROG Phone 3 (Black, 128 GB)",https://www.flipkart.com/asus-rog-phone-3-black-128-gb/p/itm93ba84fa7cce9?pid=MOBFTHGZEYPWHGHE,ASUS,41999,55999,25,5789,1024,MOBFTHGZEYPWHGHE,4.4,8 GB
"Wizphone WP (Black, 16 GB)",https://www.flipkart.com/wizphone-wp-black-16-gb/p/itmeba97ed98baa8?pid=MOBFTKWB8JVYHZDQ,Wizphone,4849,4888,0,45,11,MOBFTKWB8JVYHZDQ,2.6,2 GB
"OPPO A5s (Black, 64 GB)",https://www.flipkart.com/oppo-a5s-black-64-gb/p/itmffhgzsqaczrn4?pid=MOBFTP8PY7ZEZEWQ,OPPO,11550,11550,0,38363,2433,MOBFTP8PY7ZEZEWQ,4.4,4 GB
"realme C3 (Volcano Grey, 64 GB)",https://www.flipkart.com/realme-c3-volcano-grey-64-gb/p/itm58bf81a807d66?pid=MOBFTPFF94QEFUGZ,realme,8999,8999,0,185919,13273,MOBFTPFF94QEFUGZ,4.4,4 GB
"realme C3 (Volcano Grey, 32 GB)",https://www.flipkart.com/realme-c3-volcano-grey-32-gb/p/itm58bf81a807d66?pid=MOBFTPFFBMNRSNW4,realme,8999,8999,0,135988,10342,MOBFTPFFBMNRSNW4,4.4,3 GB
"OPPO Reno (JET BLACK, 128 GB)",https://www.flipkart.com/oppo-reno-jet-black-128-gb/p/itm830bd9ea007a9?pid=MOBFTQAQHRZYYVNJ,OPPO,38599,38599,0,6,1,MOBFTQAQHRZYYVNJ,4.2,8 GB
"SAMSUNG Galaxy A71 (Haze Crush Silver, 128 GB)",https://www.flipkart.com/samsung-galaxy-a71-haze-crush-silver-128-gb/p/itm8ea4e16907549?pid=MOBFTQDBQRGVNGAZ,SAMSUNG,29499,34999,15,5946,734,MOBFTQDBQRGVNGAZ,4.4,8 GB
"Honor 9S (Black, 32 GB)",https://www.flipkart.com/honor-9s-black-32-gb/p/itm28f81cbab26cc?pid=MOBFTQHFP9F2TTZW,Honor,6499,7999,18,21070,2896,MOBFTQHFP9F2TTZW,3.8,2 GB
"SAMSUNG Galaxy A51 (Haze Crush Silver, 128 GB)",https://www.flipkart.com/samsung-galaxy-a51-haze-crush-silver-128-gb/p/itmbd4cef8bba1de?pid=MOBFTW76ZWAJGFWA,SAMSUNG,22499,29999,25,3214,310,MOBFTW76ZWAJGFWA,4.3,8 GB
"REDMI Note 9 Pro Max (Glacier White, 64 GB)",https://www.flipkart.com/redmi-note-9-pro-max-glacier-white-64-gb/p/itm03a17f5184345?pid=MOBFTYA2MMQBZKPN,Redmi,15949,18999,16,27620,2227,MOBFTYA2MMQBZKPN,4.4,6 GB
"OPPO A11K (Deep Blue, 32 GB)",https://www.flipkart.com/oppo-a11k-deep-blue-32-gb/p/itm2d16676f7a6e9?pid=MOBFTYWW3YYTFZ6G,OPPO,8490,10990,22,5095,400,MOBFTYWW3YYTFZ6G,4.2,2 GB
"MOTOROLA E7 Plus (Misty Blue, 64 GB)",https://www.flipkart.com/motorola-e7-plus-misty-blue-64-gb/p/itm9a59be77f1cd2?pid=MOBFTYWW8QWUYDZU,Motorola,9499,12999,26,39232,3574,MOBFTYWW8QWUYDZU,4.2,4 GB
"OPPO A11K (Flowing Silver, 32 GB)",https://www.flipkart.com/oppo-a11k-flowing-silver-32-gb/p/itm2d16676f7a6e9?pid=MOBFTYWWANGZZSK2,OPPO,8490,10990,22,5095,400,MOBFTYWWANGZZSK2,4.2,2 GB
"MOTOROLA G9 (Sapphire Blue, 64 GB)",https://www.flipkart.com/motorola-g9-sapphire-blue-64-gb/p/itm483cb18471531?pid=MOBFTYWWS6RYZRZH,Motorola,10999,14999,26,42402,4483,MOBFTYWWS6RYZRZH,4.2,4 GB
"LAVA Z61 Pro (Champagne Gold, 16 GB)",https://www.flipkart.com/lava-z61-pro-champagne-gold-16-gb/p/itm7aff10197f2f9?pid=MOBFTZBZ9KAQZMKT,LAVA,5777,6499,11,3032,365,MOBFTZBZ9KAQZMKT,4,2 GB
"LAVA Z61 Pro (Midnight Blue, 16 GB)",https://www.flipkart.com/lava-z61-pro-midnight-blue-16-gb/p/itm4b8edfff951cd?pid=MOBFTZBZMVYUCSGA,LAVA,5899,5899,0,3032,365,MOBFTZBZMVYUCSGA,4,2 GB
"LAVA Z66 (Berry Red, 32 GB)",https://www.flipkart.com/lava-z66-berry-red-32-gb/p/itm8e4c5746bf929?pid=MOBFTZBZNGZH4ZRU,LAVA,7377,8499,13,3757,559,MOBFTZBZNGZH4ZRU,4,3 GB
"LAVA Z66 (Marine Blue, 32 GB)",https://www.flipkart.com/lava-z66-marine-blue-32-gb/p/itm8e4c5746bf929?pid=MOBFTZBZT9GGXGHF,LAVA,7377,8499,13,3757,559,MOBFTZBZT9GGXGHF,4,3 GB
"LAVA Z61 Pro (Amber Red, 16 GB)",https://www.flipkart.com/lava-z61-pro-amber-red-16-gb/p/itm7aff10197f2f9?pid=MOBFTZBZXMA4YVCK,LAVA,5899,5899,0,3032,365,MOBFTZBZXMA4YVCK,4,2 GB
"Moto G 5G (Volcanic Grey, 128 GB)",https://www.flipkart.com/moto-g-5g-volcanic-grey-128-gb/p/itm5bafe435ec358?pid=MOBFTZE7GER2URWX,Motorola,20999,24999,16,10906,1248,MOBFTZE7GER2URWX,4.2,6 GB
"Moto G 5G (Frosted Silver, 128 GB)",https://www.flipkart.com/moto-g-5g-frosted-silver-128-gb/p/itmd01e39924e78a?pid=MOBFTZE7GSGZFGZN,Motorola,20999,24999,16,10906,1248,MOBFTZE7GSGZFGZN,4.2,6 GB
"OPPO Reno4 Pro Special Edition (Galactic Blue, 128 GB)",https://www.flipkart.com/oppo-reno4-pro-special-galactic-blue-128-gb/p/itmbe6493ed09d6c?pid=MOBFU2GY6RDK9SNJ,OPPO,34990,37990,7,784,89,MOBFU2GY6RDK9SNJ,4.4,8 GB
"OPPO Reno4 Pro (Silky White, 128 GB)",https://www.flipkart.com/oppo-reno4-pro-silky-white-128-gb/p/itm7d439eedcfabf?pid=MOBFU2GY8Z4PWZZ9,OPPO,34990,37990,7,1906,228,MOBFU2GY8Z4PWZZ9,4.4,8 GB
"OPPO Reno4 Pro (Starry Night, 128 GB)",https://www.flipkart.com/oppo-reno4-pro-starry-night-128-gb/p/itm7d439eedcfabf?pid=MOBFU2GYSAPQTNV5,OPPO,34990,37990,7,1906,228,MOBFU2GYSAPQTNV5,4.4,8 GB
"Redmi Note 9 (Pebble Grey, 128 GB)",https://www.flipkart.com/redmi-note-9-pebble-grey-128-gb/p/itm3293dd38814f2?pid=MOBFU3ZF8QHSCHM4,Redmi,14734,14734,0,2858,192,MOBFU3ZF8QHSCHM4,4.3,6 GB
"Redmi Note 9 (Aqua Green, 64 GB)",https://www.flipkart.com/redmi-note-9-aqua-green-64-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFAB7VQJHY,Redmi,11485,14999,23,18701,1397,MOBFU3ZFAB7VQJHY,4.3,4 GB
"Redmi Note 9 (Arctic White, 128 GB)",https://www.flipkart.com/redmi-note-9-arctic-white-128-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFB27C2VTH,Redmi,13149,16499,20,18701,1397,MOBFU3ZFB27C2VTH,4.3,4 GB
"Redmi Note 9 (Arctic White, 128 GB)",https://www.flipkart.com/redmi-note-9-arctic-white-128-gb/p/itme9d4da670b8ba?pid=MOBFU3ZFPDTEAHHZ,Redmi,14829,18999,21,2852,192,MOBFU3ZFPDTEAHHZ,4.3,6 GB
"Redmi Note 9 (Pebble Grey, 64 GB)",https://www.flipkart.com/redmi-note-9-pebble-grey-64-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFQ3GAGANG,Redmi,11370,14990,24,18701,1397,MOBFU3ZFQ3GAGANG,4.3,4 GB
"Redmi Note 9 (Pebble Grey, 128 GB)",https://www.flipkart.com/redmi-note-9-pebble-grey-128-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFTEA5EWEV,Redmi,13099,13099,0,18701,1397,MOBFU3ZFTEA5EWEV,4.3,4 GB
"Redmi Note 9 (Aqua Green, 128 GB)",https://www.flipkart.com/redmi-note-9-aqua-green-128-gb/p/itme9d4da670b8ba?pid=MOBFU3ZFTPK4B8N3,Redmi,14637,14637,0,2858,192,MOBFU3ZFTPK4B8N3,4.3,6 GB
"Redmi Note 9 (Arctic White, 64 GB)",https://www.flipkart.com/redmi-note-9-arctic-white-64-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFXMWJCSHP,Redmi,11936,14999,20,18701,1397,MOBFU3ZFXMWJCSHP,4.3,4 GB
"Redmi Note 9 (Aqua Green, 128 GB)",https://www.flipkart.com/redmi-note-9-aqua-green-128-gb/p/itm12201c2ee63e5?pid=MOBFU3ZFY6FGK4ZU,Redmi,13198,13412,1,18701,1397,MOBFU3ZFY6FGK4ZU,4.3,4 GB
"LG W10 Alpha (Black, 32 GB)",https://www.flipkart.com/lg-w10-alpha-black-32-gb/p/itm807316f670b00?pid=MOBFU4Y9APHMUF5S,LG,7530,7980,5,306,37,MOBFU4Y9APHMUF5S,3.8,3 GB
"SAMSUNG Galaxy Note 20 Ultra 5G (Mystic Bronze, 256 GB)",https://www.flipkart.com/samsung-galaxy-note-20-ultra-5g-mystic-bronze-256-gb/p/itm51cf448be3c02?pid=MOBFU5WY7UFG4KD9,SAMSUNG,104999,116000,9,188,46,MOBFU5WY7UFG4KD9,4.5,12 GB
"SAMSUNG Galaxy Note 20 (Mystic Bronze, 256 GB)",https://www.flipkart.com/samsung-galaxy-note-20-mystic-bronze-256-gb/p/itm00f9f3258025f?pid=MOBFU5WYMX5Y8YCY,SAMSUNG,77999,86000,9,63,6,MOBFU5WYMX5Y8YCY,4.4,8 GB
